ticker,company_name,sector_group,industry_group,index_memberships,rating_seed,rating_bucket,rating_source,cik,sec_available,reference_period_end,revenue,net_income,assets,liabilities,equity,cash,cfo,capex,interest_expense,cogs,ppe_net,depreciation,sga,current_assets,current_liabilities,accounts_receivable,inventory,accounts_payable,long_term_debt,short_term_debt,total_debt,fcf,leverage_proxy,debt_to_assets,cash_to_assets,net_margin,fcf_to_assets,accrual_proxy,current_ratio,last_close,ret_1m,ret_3m,vol_3m,drawdown_6m,market_data_available,news_mentions_30d,risk_news_mentions_30d,news_data_available,leverage_proxy_is_assumption,debt_to_assets_is_assumption,cash_to_assets_is_assumption,net_margin_is_assumption,fcf_to_assets_is_assumption,accrual_proxy_is_assumption,current_ratio_is_assumption,ret_1m_is_assumption,ret_3m_is_assumption,vol_3m_is_assumption,drawdown_6m_is_assumption,last_close_is_assumption,news_mentions_30d_is_assumption,risk_news_mentions_30d_is_assumption,revenue_is_stale,net_income_is_stale,assets_is_stale,liabilities_is_stale,equity_is_stale,cash_is_stale,cfo_is_stale,capex_is_stale,interest_expense_is_stale,cogs_is_stale,ppe_net_is_stale,depreciation_is_stale,sga_is_stale,current_assets_is_stale,current_liabilities_is_stale,accounts_receivable_is_stale,inventory_is_stale,accounts_payable_is_stale,long_term_debt_is_stale,short_term_debt_is_stale,assumption_metric_count,stale_fact_count,data_quality_score,data_quality_note
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,S&P 500,NR (to derive from financials),BB+,default - no public rating available; derive from leverage/margin post-SEC pull,0000023217,True,2025-05-25,11612800000.0,1152400000.0,20933900000.0,12001200000.0,8932700000.0,68000000.0,1691900000.0,389300000.0,297800000.0,8609300000.0,2835900000.0,390200000.0,1537300000.0,3071000000.0,4317000000.0,770000000.0,2048300000.0,1590100000.0,7260000000.0,804700000.0,8064700000.0,1302600000.0,0.5732902134814822,0.38524594079459634,0.0032483197110906234,0.09923532653623587,0.062224430230391856,-0.025771595354902813,0.7113736391012278,14.130000114440918,-0.045698018682482466,-0.24471823501039047,0.3230818544516065,-0.27640839137725126,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,98.5,Strong public-data coverage
CAH,Cardinal Health,Healthcare,Health Care Distributors,S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0000721371,True,2025-06-30,222578000000.0,1561000000.0,53122000000.0,,-2781000000.0,3874000000.0,2397000000.0,547000000.0,215000000.0,214410000000.0,2858000000.0,790000000.0,5382000000.0,36373000000.0,38897000000.0,13242000000.0,16831000000.0,34713000000.0,2502000000.0,,,1850000000.0,0.65,0.3,0.07292647114189978,0.007013271751925168,0.034825496028010994,-0.015737359286171454,0.9351106769159575,183.64999389648438,-0.1478749524136349,-0.184553567339231,0.2608911436577417,-0.1991684069150378,True,,,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,1,85.8,Strong public-data coverage
CARR,Carrier Global,Industrials,Building Products,S&P 500,NR (to derive from financials),BBB-,default - no public rating available; derive from leverage/margin post-SEC pull,0001783180,True,2025-12-31,21747000000.0,1484000000.0,37190000000.0,23062000000.0,14128000000.0,1555000000.0,2513000000.0,392000000.0,,16505000000.0,3165000000.0,1274000000.0,3092000000.0,8533000000.0,7114000000.0,2639000000.0,2483000000.0,2702000000.0,11365000000.0,108000000.0,11473000000.0,2121000000.0,0.6201129335842969,0.30849690777090616,0.041812315138478086,0.06823929737435049,0.05703146006991126,-0.02766872815272923,1.1994658420016868,66.83000183105469,0.05885761059551231,0.026761186772936485,0.4537757189751047,-0.01575846348716803,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,100.0,Strong public-data coverage
CASY,Casey's,Consumer Staples,Food Retail,S&P 500,NR (to derive from financials),BBB-,default - no public rating available; derive from leverage/margin post-SEC pull,0000726958,True,2025-04-30,15940899000.0,546520000.0,8208118000.0,4699448000.0,3508670000.0,326662000.0,1090854000.0,506224000.0,83951000.0,5825426000.0,5413244000.0,403647000.0,,1012853000.0,1101693000.0,37856000.0,480034000.0,620447000.0,2405375000.0,94925000.0,2500300000.0,584630000.0,0.5725366033967835,0.30461306720980375,0.039797429812778035,0.0342841391818617,0.07122582789379978,-0.06631654174562306,0.919360475195903,859.489990234375,0.16516021457261543,0.30521768822743645,0.25823954447515574,-0.0033165019221103043,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,2,97.0,Strong public-data coverage
CAT,Caterpillar,Industrials,,Dow; S&P 500,A bucket,A,demo_bucket_to_refresh,0000018230,True,2025-12-31,67589000000.0,8882000000.0,98585000000.0,77267000000.0,21318000000.0,9980000000.0,11739000000.0,2821000000.0,,49000000.0,15140000000.0,2262000000.0,6985000000.0,52485000000.0,36558000000.0,10920000000.0,18135000000.0,8968000000.0,30696000000.0,5514000000.0,36210000000.0,8918000000.0,0.7837602069280316,0.36729725617487446,0.10123243901202009,0.13141191614020034,0.09046000912917787,-0.028980067961657453,1.4356638765796816,897.4500122070312,0.13722534057235358,0.2116080617743057,0.4038929275203749,-0.03180389101840342,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,100.0,Strong public-data coverage
CB,Chubb Limited,Financials,Property & Casualty Insurance,S&P 500,NR (to derive from financials),A-,default - no public rating available; derive from leverage/margin post-SEC pull,0000896159,True,2025-12-31,59402000000.0,10310000000.0,272327000000.0,192548000000.0,73757000000.0,2470000000.0,12816000000.0,,764000000.0,,3500000000.0,,4504000000.0,,,,,,15728000000.0,1499000000.0,17227000000.0,,0.7070470427096835,0.0632585090718144,0.009069978371590038,0.1735631796909195,0.015,-0.009202172388341957,1.0,319.6400146484375,-0.025220301062219397,-0.01712732373848369,0.16530192985936368,-0.06469954642147668,True,,,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,87.3,Strong public-data coverage
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,S&P 500,NR (to derive from financials),A,default - no public rating available; derive from leverage/margin post-SEC pull,0001374310,True,2025-12-31,2229100000.0,1100000000.0,9305300000.0,4167000000.0,5138300000.0,2216500000.0,1752600000.0,71000000.0,5747000.0,2285100000.0,133100000.0,122400000.0,,4421400000.0,2362300000.0,391400000.0,,16100000.0,1442900000.0,304700000.0,1442900000.0,1681600000.0,0.44780931297217713,0.15506216887150334,0.23819758632177362,0.18,0.18071421662923282,-0.07013207526893275,1.8716505100960927,348.55999755859375,0.17776645778530753,0.24402123686378863,0.32424845746381664,0.0,True,,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,3,89.1,Strong public-data coverage
CBRE,CBRE Group,Real Estate,Real Estate Services,S&P 500,NR (to derive from financials),BBB-,default - no public rating available; derive from leverage/margin post-SEC pull,0001138118,True,2025-12-31,40550000000.0,1157000000.0,30877000000.0,21251000000.0,8878000000.0,1864000000.0,1559000000.0,366000000.0,107270000.0,32984000000.0,1049000000.0,729000000.0,,13489000000.0,12320000000.0,8284000000.0,,817519000.0,5050000000.0,2465000000.0,7515000000.0,1193000000.0,0.6882469151795835,0.243385043883797,0.06036855912167633,0.028532675709001233,0.03863717330051494,-0.013019399553065388,1.0948863636363637,146.3300018310547,0.03618468040065714,-0.14416887654953958,0.4268430669231871,-0.14731075513889358,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,2,97.0,Strong public-data coverage
CCEP,Coca-Cola Europacific Partners,Industrials,,Nasdaq 100,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0001650107,True,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.28,0.06,0.09,0.04,0.02,1.2,94.56999969482422,-0.02935441446570164,-0.02152097049370194,0.26435026661747574,-0.14362039813929273,True,,,False,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,0,55.5,Assumption-heavy; use with caution
CCI,Crown Castle,Real Estate,Telecom Tower REITs,S&P 500,NR (to derive from financials),B-,default - no public rating available; derive from leverage/margin post-SEC pull,0001051470,True,2025-12-31,4264000000.0,444000000.0,31518000000.0,33153000000.0,-1635000000.0,99000000.0,3057000000.0,182000000.0,0.0,113000000.0,6273000000.0,488000000.0,383000000.0,1144000000.0,4479000000.0,172000000.0,,71000000.0,24337000000.0,,24337000000.0,2875000000.0,1.0518751189796307,0.7721619392093407,0.0031410622501427754,0.10412757973733583,0.09121771686020687,-0.08290500666285931,0.2554141549453003,90.56999969482422,0.04960017074848255,0.10377985752719532,0.3137478654104439,-0.015320311041299273,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,98.5,Strong public-data coverage
CCL,Carnival Corporation,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",S&P 500,NR (to derive from financials),BB-,default - no public rating available; derive from leverage/margin post-SEC pull,0000815097,True,2025-11-30,26622000000.0,2760000000.0,51687000000.0,,12284000000.0,1928000000.0,6218000000.0,3611000000.0,2066000000.0,15638000000.0,43494000000.0,2790000000.0,3402000000.0,4219000000.0,13092000000.0,678000000.0,505000000.0,1245000000.0,27383000000.0,2603000000.0,29986000000.0,2607000000.0,0.72,0.5801458780737904,0.03730144910712558,0.10367365336939373,0.050438214638110164,-0.06690270280728229,0.3222578673999389,26.3799991607666,-0.05718371721395121,-0.19226029245319387,0.5745163808927704,-0.22030189157470215,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,92.1,Strong public-data coverage
CDNS,Cadence Design Systems,Industrials,,Nasdaq 100; S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0000813672,True,2025-12-31,5296759000.0,1108888000.0,10153148000.0,,5474181000.0,3001317000.0,1728781000.0,141871000.0,116541000.0,73392000.0,517004000.0,227828000.0,313387000.0,4669673000.0,1635291000.0,944939000.0,303545000.0,856856000.0,,299879000.0,,1586910000.0,0.66,0.28,0.29560457505396354,0.20935217177145496,0.15629733753511718,-0.061054266125146604,2.855560875709583,362.70001220703125,0.3652789550825506,0.24639179452588067,0.4533449565760631,0.0,True,,,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2,2,84.3,Usable for demo; some stale/missing fields
CDW,CDW Corporation,Technology,Technology Distributors,S&P 500,NR (to derive from financials),BBB-,default - no public rating available; derive from leverage/margin post-SEC pull,0001402057,True,2025-12-31,22424100000.0,1066600000.0,16028200000.0,5981100000.0,2606100000.0,618700000.0,1205200000.0,117100000.0,250100000.0,17550700000.0,171500000.0,295600000.0,3217800000.0,8500500000.0,7226100000.0,6312400000.0,563400000.0,,4622300000.0,1007500000.0,5629800000.0,1088100000.0,0.55,0.3512434334485469,0.03860071623763117,0.0475648966959655,0.06788659986773313,-0.008647259205650041,1.1763606924897247,104.79000091552734,-0.16521945403850424,-0.2657657623946015,0.5175934514823666,-0.2972203048833215,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,2,90.6,Strong public-data coverage
CEG,Constellation Energy,Industrials,,Nasdaq 100; S&P 500,NR (to derive from financials),BBB,default - no public rating available; derive from leverage/margin post-SEC pull,0001868275,True,2025-12-31,25533000000.0,2319000000.0,57249000000.0,42396000000.0,14517000000.0,3641000000.0,4237000000.0,2949000000.0,431000000.0,,22474000000.0,967000000.0,,12119000000.0,7944000000.0,4266000000.0,1736000000.0,2813000000.0,7403000000.0,1650000000.0,9053000000.0,1288000000.0,0.7405544201645443,0.158133766528673,0.06359936418103374,0.0908236399953002,0.022498209575713114,-0.03350276860731192,1.52555387713998,303.6300048828125,0.05979059295920597,0.11716668859975155,0.498788902131132,-0.19694428171523282,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,98.5,Strong public-data coverage
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,S&P 500,NR (to derive from financials),A,default - no public rating available; derive from leverage/margin post-SEC pull,0001324404,True,2025-12-31,7084000000.0,1798000000.0,14088000000.0,,4838000000.0,1982000000.0,2752000000.0,950000000.0,155000000.0,4360000000.0,6715000000.0,898000000.0,364000000.0,2985000000.0,887000000.0,488000000.0,383000000.0,148000000.0,3215000000.0,0.0,3215000000.0,1802000000.0,0.6,0.2282084043157297,0.14068710959682,0.25381140598531904,0.12791027825099374,-0.06771720613287904,3.3652762119503947,115.0199966430664,-0.051928808668028625,0.2179694983727849,0.6004107977831963,-0.16409889868364114,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,92.1,Strong public-data coverage
CFG,Citizens Financial Group,Financials,Regional Banks,S&P 500,NR (to derive from financials),BBB+,default - no public rating available; derive from leverage/margin post-SEC pull,0000759944,True,2025-12-31,8247000000.0,1831000000.0,226351000000.0,200034000000.0,26317000000.0,12727000000.0,2211000000.0,126000000.0,3963000000.0,,915000000.0,130000000.0,,,,,,,11224000000.0,58000000.0,11282000000.0,,0.8837336702731599,0.049842943039792184,0.05622683354612969,0.22202012853158726,0.015,-0.0016788085760610734,1.0,63.72999954223633,0.00028811567736664045,-0.05186862577667162,0.2748942278262226,-0.05771451944641137,True,,,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2,2,84.3,Usable for demo; some stale/missing fields
CHD,Church & Dwight,Consumer Staples,Household Products,S&P 500,NR (to derive from financials),BBB+,default - no public rating available; derive from leverage/margin post-SEC pull,0000313927,True,2025-12-31,6203200000.0,736800000.0,8912400000.0,4910200000.0,4002200000.0,409000000.0,1215400000.0,122400000.0,95200000.0,3428400000.0,822800000.0,247400000.0,988300000.0,1597000000.0,1497700000.0,593400000.0,534800000.0,732400000.0,2205100000.0,0.0,2205100000.0,1093000000.0,0.5509402630043535,0.24741932588303936,0.04589111799290876,0.11877740521021408,0.12263812216686863,-0.0537004622772766,1.066301662549242,93.44000244140625,-0.02075032242228081,-0.047666265382328654,0.210460033567903,-0.11229336362283593,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,100.0,Strong public-data coverage
CHRW,C.H. Robinson,Transportation,Air Freight & Logistics,S&P 500,NR (to derive from financials),BBB+,default - no public rating available; derive from leverage/margin post-SEC pull,0001043277,True,2025-12-31,16232763000.0,587081000.0,5058381000.0,3212734000.0,1845647000.0,160871000.0,914519000.0,19628000.0,,1244040000.0,116362000.0,102818000.0,106043000.0,2798543000.0,1831702000.0,2360829000.0,,1210295000.0,1089438000.0,0.0,1089438000.0,894891000.0,0.6351308847633265,0.21537286337268782,0.031802863406295415,0.036166424656110606,0.1769125338720037,-0.06473177880432494,1.527837497584214,171.38999938964844,0.04832095926998248,-0.14144945659422914,0.5170896791159636,-0.14264792303336227,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0,2,97.0,Strong public-data coverage
CHTR,Charter Communications,Industrials,,Nasdaq 100; S&P 500,BBB- shown,BBB-,screenshot,0001091667,True,2025-12-31,54774000000.0,4987000000.0,154213000000.0,,16054000000.0,477000000.0,16077000000.0,11659000000.0,846000000.0,,46444000000.0,8100000000.0,3782000000.0,5144000000.0,13306000000.0,3680000000.0,,12556000000.0,94756000000.0,750000000.0,95506000000.0,4418000000.0,0.66,0.619312249940018,0.0030931244447614664,0.09104684704421806,0.028648687205358823,-0.07191352220629908,0.38659251465504285,154.86000061035156,-0.29229505791533794,-0.350010490617622,0.6628639404315296,-0.37604255172642753,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,92.1,Strong public-data coverage
CI,Cigna,Healthcare,Health Care Services,S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0001739940,True,2025-12-31,274900000000.0,5957000000.0,157919000000.0,116045000000.0,41713000000.0,7676000000.0,9601000000.0,1050000000.0,,214991000000.0,3651000000.0,2775000000.0,14617000000.0,47814000000.0,56342000000.0,28768000000.0,7338000000.0,10659000000.0,39523000000.0,0.0,,,0.7348387464459628,0.3,0.04860719736067225,0.02166969807202619,0.05,-0.02307512078977197,0.8486386709736964,288.05999755859375,0.061972341229838745,-0.016145115820258127,0.25994578754686093,-0.01724668735979018,True,,,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,2,3,82.8,Usable for demo; some stale/missing fields
CIEN,Ciena,Technology,Communications Equipment,S&P 500,NR (to derive from financials),BBB+,default - no public rating available; derive from leverage/margin post-SEC pull,0000936395,True,2025-11-01,4769507000.0,123338000.0,5864667000.0,3135344000.0,2729323000.0,1091952000.0,806093000.0,140801000.0,88026000.0,2764590000.0,386779000.0,104133000.0,238707000.0,3565507000.0,1308394000.0,975856000.0,826235000.0,542841000.0,1524158000.0,11580000.0,1535738000.0,665292000.0,0.5346158613950289,0.26186277925072304,0.18619164566376914,0.025859695771491685,0.11344071197904332,-0.11641837464940465,2.7251019188409606,548.1099853515625,0.1050159217201525,0.8921223391669442,0.7652567098973032,-0.04972345874293538,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,98.5,Strong public-data coverage
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,S&P 500,NR (to derive from financials),A,default - no public rating available; derive from leverage/margin post-SEC pull,0000020286,True,2025-12-31,12631000000.0,2393000000.0,41002000000.0,25091000000.0,15911000000.0,1431000000.0,3112000000.0,20000000.0,53000000.0,,219000000.0,36000000.0,,,,,,,790000000.0,55000000.0,790000000.0,3092000000.0,0.6119457587434759,0.019267352812057947,0.034900736549436616,0.18945451666534716,0.07541095556314326,-0.01753572996439198,1.0,161.5,0.0022340859607492547,-0.037028592453476006,0.2107123491092156,-0.05906007034781402,True,,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,92.1,Strong public-data coverage
CL,Colgate-Palmolive,Consumer Staples,Household Products,S&P 500,NR (to derive from financials),B,default - no public rating available; derive from leverage/margin post-SEC pull,0000021665,True,2025-12-31,20382000000.0,2132000000.0,16330000000.0,15965000000.0,54000000.0,1288000000.0,4198000000.0,564000000.0,,8131000000.0,4660000000.0,630000000.0,7903000000.0,5709000000.0,6853000000.0,1675000000.0,2032000000.0,2089000000.0,7839000000.0,1115000000.0,8954000000.0,3634000000.0,0.9776484996938151,0.5483159828536436,0.07887323943661972,0.10460209989206162,0.22253521126760564,-0.12651561543172077,0.8330658105939005,87.55000305175781,0.04451166330825185,-0.06442111833570419,0.231698641932444,-0.1114171131835382,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,100.0,Strong public-data coverage
CLX,Clorox,Consumer Staples,Household Products,S&P 500,NR (to derive from financials),B+,default - no public rating available; derive from leverage/margin post-SEC pull,0000021076,True,2025-06-30,7104000000.0,810000000.0,5561000000.0,5079000000.0,321000000.0,167000000.0,981000000.0,220000000.0,88000000.0,3891000000.0,1267000000.0,219000000.0,1124000000.0,1608000000.0,1919000000.0,821000000.0,523000000.0,838000000.0,2484000000.0,0.0,2484000000.0,761000000.0,0.9133249415572738,0.4466822513936342,0.030030570041359467,0.11402027027027027,0.13684589102679373,-0.030749865132170474,0.8379364252214695,92.16000366210938,-0.11358542544809647,-0.2196527467785374,0.36233704535919936,-0.2661079057949949,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,100.0,Strong public-data coverage
CMCSA,Comcast,Industrials,,Nasdaq 100; S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0001166691,True,2025-12-31,123707000000.0,19998000000.0,272631000000.0,,96903000000.0,9481000000.0,33643000000.0,11750000000.0,4087000000.0,,65680000000.0,16210000000.0,8091000000.0,29567000000.0,33524000000.0,13869000000.0,,11058000000.0,,,,21893000000.0,0.66,0.28,0.03477594257439543,0.16165617143734792,0.08030268017943668,-0.05004933408159747,0.8819651592888677,25.399999618530273,-0.09058362545655496,-0.18711328576803732,0.3834180944348922,-0.20888705256416806,True,,,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,2,2,84.3,Usable for demo; some stale/missing fields
CME,CME Group,Financials,Financial Exchanges & Data,S&P 500,NR (to derive from financials),A,default - no public rating available; derive from leverage/margin post-SEC pull,0001156375,True,2025-12-31,6520600000.0,4072200000.0,198424200000.0,169696000000.0,28728200000.0,4416900000.0,4277100000.0,83500000.0,173400000.0,,362700000.0,107500000.0,,165359300000.0,160296700000.0,639200000.0,,71800000.0,,0.0,0.0,4193600000.0,0.8552182647076314,0.0,0.022259885638949282,0.624513081618256,0.0211345188742099,-0.0010326361401482278,1.031582683860616,281.25,-0.04757869412043125,-0.06270833153234878,0.21870047949107885,-0.11789037203566988,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,100.0,Strong public-data coverage
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,S&P 500,NR (to derive from financials),A,default - no public rating available; derive from leverage/margin post-SEC pull,0001058090,True,2025-12-31,11925601000.0,1535761000.0,8994531000.0,6163924000.0,2830607000.0,350545000.0,2113926000.0,666336000.0,,,2679361000.0,361382000.0,652017000.0,1466953000.0,1188142000.0,156466000.0,49508000.0,212813000.0,0.0,,0.0,1447590000.0,0.6852968765130723,0.0,0.038973127114687804,0.12877849929743582,0.16094113189448123,-0.0642796161356273,1.2346613451927464,32.4900016784668,-0.04693453995187591,-0.17933817748816017,0.34958502120219287,-0.20504031006666623,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,100.0,Strong public-data coverage
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,NR (to derive from financials),A,default - no public rating available; derive from leverage/margin post-SEC pull,0000026172,True,2025-12-31,33670000000.0,2957000000.0,33992000000.0,20584000000.0,12349000000.0,2845000000.0,3621000000.0,1235000000.0,329000000.0,25154000000.0,6958000000.0,1105000000.0,3125000000.0,16925000000.0,9610000000.0,3440000000.0,5822000000.0,3800000000.0,1630000000.0,94000000.0,94000000.0,2386000000.0,0.6055542480583667,0.002765356554483408,0.08369616380324782,0.08782298782298782,0.07019298658507885,-0.019534008001882795,1.7611862643080125,679.5499877929688,0.10291487589994008,0.13378325205020447,0.37699278892466903,-0.05058961310860777,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,2,97.0,Strong public-data coverage
CMS,CMS Energy,Utilities,Multi-Utilities,S&P 500,NR (to derive from financials),BB,default - no public rating available; derive from leverage/margin post-SEC pull,0000811156,True,2025-12-31,8539000000.0,1071000000.0,39941000000.0,,9144000000.0,509000000.0,2235000000.0,2374000000.0,643000000.0,,30680000000.0,1306000000.0,,3472000000.0,3548000000.0,1564000000.0,,928000000.0,17807000000.0,950000000.0,18757000000.0,,0.74,0.4696176860869783,0.012743797100723568,0.12542452277784283,-0.01,-0.029142985904208708,0.9785794813979707,72.61000061035156,-0.07818160033761101,0.012380175847578112,0.17667889845960216,-0.08463920476623199,True,,,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,2,4,81.3,Usable for demo; some stale/missing fields
CNC,Centene Corporation,Healthcare,Managed Health Care,S&P 500,NR (to derive from financials),BB+,default - no public rating available; derive from leverage/margin post-SEC pull,0001071739,True,2025-12-31,194777000000.0,-6674000000.0,76747000000.0,56691000000.0,19953000000.0,17888000000.0,5088000000.0,767000000.0,725000000.0,2670000000.0,2037000000.0,1275000000.0,12904000000.0,40370000000.0,36696000000.0,,,13774000000.0,17493000000.0,50000000.0,17543000000.0,4321000000.0,0.738673824384015,0.2285822247123666,0.23307751443053148,-0.03426482592913948,0.056301874991856356,-0.1532568048262473,1.1001199040767387,55.959999084472656,0.5002681026564713,0.47108301097938843,0.5935754887376633,0.0,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,98.5,Strong public-data coverage
CNP,CenterPoint Energy,Utilities,Multi-Utilities,S&P 500,NR (to derive from financials),BB,default - no public rating available; derive from leverage/margin post-SEC pull,0001130310,True,2025-12-31,9357000000.0,1052000000.0,46534000000.0,,11153000000.0,38000000.0,2486000000.0,4870000000.0,701000000.0,4000000.0,34056000000.0,1530000000.0,,5701000000.0,6260000000.0,806000000.0,285000000.0,1300000000.0,20566000000.0,500000000.0,21066000000.0,-2384000000.0,0.74,0.45270125069841405,0.0008166072119310611,0.1124291973923266,-0.05123135771693815,-0.030816177418661623,0.910702875399361,41.720001220703125,-0.03848808924721314,0.042238858682652314,0.18109440427796095,-0.05482551432732552,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,2,90.6,Strong public-data coverage
COF,Capital One,Financials,Consumer Finance,S&P 500,BBB / BB bucket,BBB,demo_bucket_to_refresh,0000927628,True,2025-12-31,53434000000.0,2453000000.0,669009000000.0,555393000000.0,113616000000.0,62093000000.0,27718000000.0,1578000000.0,12697000000.0,,5602000000.0,5260000000.0,,,,,,,31377000000.0,1087000000.0,1087000000.0,26140000000.0,0.8301726882597992,0.001624791295782269,0.09281340011868301,0.04590710034809298,0.03907271800528842,-0.03776481332837077,1.0,189.47999572753906,-0.018238364106015204,-0.1461438245200336,0.3638256109768927,-0.26259985052187296,True,,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,2,90.6,Strong public-data coverage
